pedido_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,hash_cliente,ciudad_cliente,pais_cliente,codigo_pais_cliente,fecha_registro_cliente,segmento_cliente,metodo_pago_preferido_cliente,cliente_activo,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,codigo_pais_restaurante,costo_promedio_dos_personas,nivel_rating_restaurante,tiene_delivery,tiene_comer_en_local,tiene_wifi,acepta_tarjeta,restaurante_activo,metodo_pago_key,metodo_pago,estado_key,estado_pedido,estado_completado,estado_es_incidencia,monto_total,tarifa_entrega,distancia_km,tiempo_entrega_minutos,multiplicador_hora_pico,calificacion_operativa,hubo_demora
14000,14000,20260417,2026-04-17,17,Friday,0,16,4,April,2,2026,2026-04,497,498,Cliente_000498,097E8CE025A71FC3B972854A300330175E6B7FCFE2F4784F637BCDE609856209,London,United Kingdom,GB,2026-08-17,VIP,Cash,1,1999,2000,London Spice Corner,Indian,London,United Kingdom,GB,93,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,115.32,10.8,17.6,50.0,1.0,3.2,1
14001,14001,20260709,2026-07-09,9,Thursday,0,28,7,July,3,2026,2026-07,3053,3054,Cliente_003054,2080854F2DF327A3104D57062925A1581E9196B46669DCDA170FA363EF8CAAC7,Bangalore,India,IN,2026-07-11,VIP,DebitCard,1,0,1,Bangalore Lotus Table,Chinese,Bangalore,India,IN,82,Bajo,1,1,1,1,1,4,Cash,2,Cancelled,0,1,98.4,13.69,18.7,61.0,1.25,3.48,1
14002,14002,20260121,2026-01-21,21,Wednesday,0,4,1,January,1,2026,2026-01,2716,2717,Cliente_002717,D6AA39BCAF1B3FAAECCEB10A452F01594D79B0D6EF805F86821CC00537973802,Miami,United States,US,2025-11-01,VIP,CreditCard,1,1,2,New York Lotus Leaf Kitchen & Bar,Vietnamese,New York,United States,US,145,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,88.45,14.0,19.2,67.0,1.25,3.36,1
14003,14003,20260313,2026-03-13,13,Friday,0,11,3,March,1,2026,2026-03,5802,5803,Cliente_005803,9D63884A7D1EEDFA60BC944FDD25F8BAC5CF409933A78DFDDBCFB005AE7A86EF,London,United Kingdom,GB,2024-08-26,VIP,CreditCard,1,2,3,London Samba Grill,Brazilian,London,United Kingdom,GB,105,Bajo,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,106.05,9.75,15.5,45.0,1.0,4.09,0
14004,14004,20260408,2026-04-08,8,Wednesday,0,15,4,April,2,2026,2026-04,2610,2611,Cliente_002611,20290C261C706EBA3FD3ED4E678F47D19F59DAD3B8B2610C2201E1D0B6E831A8,Mumbai,India,IN,2026-06-19,Recurrente,Cash,0,3,4,Sao Paulo Toro Garden,Spanish,Sao Paulo,Brazil,BR,103,Alto,1,0,0,1,1,4,Cash,1,Delivered,1,0,109.18,11.81,15.7,66.0,1.25,3.17,1
14005,14005,20250715,2025-07-15,15,Tuesday,0,29,7,July,3,2025,2025-07,3802,3803,Cliente_003803,5B167FAF4070EF0376B31E4D01BB5D8AB3961D6E734F82B943ED8CF46441EDCC,London,United Kingdom,GB,2025-12-02,VIP,DebitCard,1,4,5,Rio de Janeiro Masala Bistro,Indian,Rio de Janeiro,Brazil,BR,68,Medio,1,1,1,0,1,4,Cash,1,Delivered,1,0,106.76,6.25,8.5,45.0,1.0,4.6,0
14006,14006,20251017,2025-10-17,17,Friday,0,42,10,October,4,2025,2025-10,540,541,Cliente_000541,CF2FA950822FCA75EF33F2D18B478E7F1B70C4A8422B9CBB53204865C8A00B0F,Tokyo,Japan,JP,2026-05-09,Recurrente,DebitCard,1,5,6,Tokyo Opa Diner,Greek,Tokyo,Japan,JP,91,Medio,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,123.76,15.0,20.8,80.0,1.25,3.12,1
14007,14007,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,2932,2933,Cliente_002933,8EE3EF6F5925FAF50531869DACF057F843A975B6342CCAB050F26D6055122736,New York,United States,US,2026-07-30,VIP,CreditCard,1,6,7,New York Salsa Eatery,Mexican,New York,United States,US,33,Medio,0,1,0,1,1,2,DebitCard,1,Delivered,1,0,13.53,7.44,8.7,51.0,1.25,3.27,1
14008,14008,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,490,491,Cliente_000491,85956DFEE4B3BDF2A79721B134BF5DC129C671FFAA5CBA339D203E4357DB7178,Houston,United States,US,2026-08-10,Recurrente,Wallet,1,7,8,Houston Seoul Corner,Korean,Houston,United States,US,80,Medio,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,103.2,4.94,4.7,36.0,1.25,3.88,0
14009,14009,20260711,2026-07-11,11,Saturday,1,28,7,July,3,2026,2026-07,1513,1514,Cliente_001514,0C67168EEE8A70F2DAAB58EF223FE31DC167C41D1DC1F2E48A0F1F38BC47B446,Tokyo,Japan,JP,2026-08-14,Recurrente,CreditCard,0,8,9,Tokyo Route 66 Place,American,Tokyo,Japan,JP,83,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,93.79,8.55,13.1,58.0,1.0,2.71,1
14010,14010,20260212,2026-02-12,12,Thursday,0,7,2,February,1,2026,2026-02,2534,2535,Cliente_002535,A3E3B75A4197601B3DE53D66B58B1D37C9AC93A564362AA8720FC4DC608B8734,Tokyo,Japan,JP,2025-11-19,VIP,Cash,1,9,10,Tokyo Chateau House,French,Tokyo,Japan,JP,135,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,170.1,5.0,4.0,53.0,1.5,2.98,1
14011,14011,20241211,2024-12-11,11,Wednesday,0,50,12,December,4,2024,2024-12,759,760,Cliente_000760,CA5BC5AE5B21A81DF9D981C5CBE89580C9B2A7E8E16E447BD18D5914146761E0,Salvador,Brazil,BR,2026-06-02,VIP,Wallet,1,10,11,Salvador Koi Cafe,Japanese,Salvador,Brazil,BR,105,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,111.3,5.3,6.6,36.0,1.0,3.81,0
14012,14012,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,2599,2600,Cliente_002600,23B2C6335B5DE8185535A36B11DB0AB0808A33EFA785C4B5F3DB384451C0A92D,Bangalore,India,IN,2026-08-06,VIP,Cash,1,11,12,Bangalore Siam Kitchen,Thai,Bangalore,India,IN,60,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,81.6,11.15,12.2,53.0,1.5,3.39,1
14013,14013,20251017,2025-10-17,17,Friday,0,42,10,October,4,2025,2025-10,2693,2694,Cliente_002694,99E0F7A7BB6482F9FAD055282DF126A4E9160F8E159E086D13E97429C7A55E4A,Mumbai,India,IN,2025-04-14,VIP,DebitCard,1,12,13,Mumbai Nonna Table,Italian,Mumbai,India,IN,79,Bajo,0,1,1,1,1,4,Cash,3,Refunded,0,1,101.12,2.6,1.2,22.0,1.0,5.0,0
14014,14014,20250822,2025-08-22,22,Friday,0,34,8,August,3,2025,2025-08,5126,5127,Cliente_005127,F2D30B9F80431C2B04CEF5140CDF2F47A83484EA0D639CFE0F99C9C9471C025F,Delhi,India,IN,2024-12-25,Recurrente,Cash,1,13,14,Delhi Cedar Kitchen & Bar,Mediterranean,Delhi,India,IN,48,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,47.52,12.2,20.4,71.0,1.0,3.32,1
14015,14015,20260708,2026-07-08,8,Wednesday,0,28,7,July,3,2026,2026-07,1760,1761,Cliente_001761,D9110C633611B1254A93CDC32D949587BED8C0044A3C917F69825307DD595C86,London,United Kingdom,GB,2026-07-20,VIP,Wallet,1,14,15,London Casbah Grill,Middle Eastern,London,United Kingdom,GB,147,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,205.8,8.9,9.2,43.0,1.5,4.02,0
14016,14016,20260612,2026-06-12,12,Friday,0,24,6,June,2,2026,2026-06,4438,4439,Cliente_004439,EDC2012092B51A70323B15E5142896D116AC975430BF5D4178482DD1D236E5EC,Houston,United States,US,2025-12-19,VIP,DebitCard,1,15,16,Houston Golden Dragon Garden,Chinese,Houston,United States,US,57,Bajo,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,47.88,3.06,1.7,38.0,1.25,4.18,0
14017,14017,20250513,2025-05-13,13,Tuesday,0,20,5,May,2,2025,2025-05,4806,4807,Cliente_004807,73862B398BC1AE011F2A2D3BA51AA74E2BB499671875165663F98B2968D98DF3,Delhi,India,IN,2026-08-11,VIP,CreditCard,1,16,17,Osaka Saigon Bistro,Vietnamese,Osaka,Japan,JP,143,Medio,0,1,1,1,1,2,DebitCard,1,Delivered,1,0,193.05,15.43,17.9,66.0,1.5,2.91,1
14018,14018,20260306,2026-03-06,6,Friday,0,10,3,March,1,2026,2026-03,3320,3321,Cliente_003321,F8E15C377995D9CBF78D7333079B906725711D3ED80D94442A3C75FAA9BDF966,Chennai,India,IN,2024-06-11,VIP,Cash,1,17,18,Chennai Copacabana Diner,Brazilian,Chennai,India,IN,137,Alto,1,0,0,1,1,3,Wallet,4,Failed,0,1,215.09,4.44,3.9,41.0,1.25,4.57,0
14019,14019,20250616,2025-06-16,16,Monday,0,25,6,June,2,2025,2025-06,1762,1763,Cliente_001763,4BD3DA44DB510F8D26C67FFE961748235FBC872B61A4194B928B75B776FAAA71,Chennai,India,IN,2026-08-24,Recurrente,Cash,1,18,19,Sao Paulo Ibiza Eatery,Spanish,Sao Paulo,Brazil,BR,126,Medio,1,1,0,1,1,4,Cash,1,Delivered,1,0,129.78,12.05,20.1,60.0,1.0,2.8,1
14020,14020,20260407,2026-04-07,7,Tuesday,0,15,4,April,2,2026,2026-04,5116,5117,Cliente_005117,E935F7A524956936F22BB5C3F3FE8305716ACCD2575AC10B155EAEA34BD03225,Chennai,India,IN,2024-08-20,VIP,CreditCard,1,19,20,Chennai Curry Leaf Corner,Indian,Chennai,India,IN,63,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,52.29,11.55,19.1,73.0,1.0,3.05,1
14021,14021,20260605,2026-06-05,5,Friday,0,23,6,June,2,2026,2026-06,1640,1641,Cliente_001641,7FBE6DDDAB8970171B61EA05E4EA03C7FB198F82066CF7FF04B06859ADC90E6E,London,United Kingdom,GB,2026-08-25,Recurrente,Cash,1,20,21,London Meze Place,Greek,London,United Kingdom,GB,122,Medio,1,0,1,1,1,3,Wallet,1,Delivered,1,0,100.04,7.03,6.7,47.0,1.5,2.59,1
14022,14022,20260530,2026-05-30,30,Saturday,1,22,5,May,2,2026,2026-05,1688,1689,Cliente_001689,A5B089D5617B281541FC6AB849F2E5A3CF232C5B2A1B986E1B89A837CA6CD8A9,Mumbai,India,IN,2023-11-25,VIP,Cash,1,21,22,Yokohama Chile House,Mexican,Yokohama,Japan,JP,35,Medio,1,0,1,1,1,2,DebitCard,3,Refunded,0,1,35.0,11.68,12.9,58.0,1.5,2.76,1
14023,14023,20260221,2026-02-21,21,Saturday,1,8,2,February,1,2026,2026-02,3986,3987,Cliente_003987,9420413F68D8A8C1B434D42B0243E91C75414DAA96E81BFE1652B851CC3BCF3C,Hyderabad,India,IN,2026-04-03,VIP,DebitCard,1,22,23,Hyderabad Hallyu Cafe,Korean,Hyderabad,India,IN,99,Bajo,1,0,0,1,1,4,Cash,1,Delivered,1,0,124.74,6.05,8.1,42.0,1.0,4.3,0
14024,14024,20250421,2025-04-21,21,Monday,0,17,4,April,2,2025,2025-04,3677,3678,Cliente_003678,CB51CB8AF8F4FF1EAD0E4DD09C311639E3654B3013AB16F43979BF19AB1614B2,Rio de Janeiro,Brazil,BR,2024-04-22,VIP,CreditCard,1,23,24,Houston Liberty Kitchen,American,Houston,United States,US,59,Medio,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,51.33,11.75,13.0,56.0,1.5,2.83,1
14025,14025,20260216,2026-02-16,16,Monday,0,8,2,February,1,2026,2026-02,1240,1241,Cliente_001241,B04DA2C4981119302F19ADCBCF90595B2B29D74D6496A59C86802D41F2C4F9A9,Salvador,Brazil,BR,2025-03-19,VIP,Cash,1,24,25,Salvador Rive Gauche Table,French,Salvador,Brazil,BR,113,Alto,0,0,1,1,1,1,CreditCard,1,Delivered,1,0,162.72,12.63,17.0,65.0,1.25,3.5,1
14026,14026,20251103,2025-11-03,3,Monday,0,45,11,November,4,2025,2025-11,4165,4166,Cliente_004166,EAFF7D88F52B20BA24CD8F4BE8A5492492D2360E55D7EF448FCA99FC641B14DE,Mumbai,India,IN,2026-08-25,VIP,Wallet,1,25,26,New York Bamboo Kitchen & Bar,Japanese,New York,United States,US,119,Alto,1,1,1,1,1,3,Wallet,3,Refunded,0,1,99.96,5.25,6.5,40.0,1.0,4.05,0
14027,14027,20241022,2024-10-22,22,Tuesday,0,43,10,October,4,2024,2024-10,2845,2846,Cliente_002846,8E4EA65D0FF9C0D862A2F21ACD28C660BE969B1C8D55CEB0506195493ECAF19E,Hyderabad,India,IN,2024-01-10,VIP,Cash,1,26,27,Hyderabad Basil Grill,Thai,Hyderabad,India,IN,144,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,204.48,5.23,4.3,48.0,1.5,3.13,1
14028,14028,20260729,2026-07-29,29,Wednesday,0,31,7,July,3,2026,2026-07,5789,5790,Cliente_005790,9361225075745F16F8859DE43859A2750660CFDDD886D8A2E69B61241F79689D,London,United Kingdom,GB,2024-02-07,VIP,Cash,1,27,28,Houston Roma Garden,Italian,Houston,United States,US,76,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,61.56,8.55,13.1,55.0,1.0,2.88,1
14029,14029,20260818,2026-08-18,18,Tuesday,0,34,8,August,3,2026,2026-08,5331,5332,Cliente_005332,890535F7291AD3D04D73DFBAAA43D59F9B71084946BD1713B61DEB0D0D5C0038,Delhi,India,IN,2026-08-23,Recurrente,Wallet,1,28,29,Delhi Terra Bistro,Mediterranean,Delhi,India,IN,132,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,142.56,5.19,5.1,40.0,1.25,4.4,0
14030,14030,20251012,2025-10-12,12,Sunday,1,42,10,October,4,2025,2025-10,599,600,Cliente_000600,725B834C9BEC7EE6F8AB7534FBD853D7E2A6B4B25C55A33FB76342ED667BB9E9,Mumbai,India,IN,2026-08-06,Recurrente,Wallet,1,29,30,Sao Paulo Spice Route Diner,Middle Eastern,Sao Paulo,Brazil,BR,123,Bajo,1,1,0,1,1,4,Cash,1,Delivered,1,0,195.57,2.6,1.2,31.0,1.0,4.25,0
14031,14031,20260504,2026-05-04,4,Monday,0,19,5,May,2,2026,2026-05,5332,5333,Cliente_005333,D6FB6FA3BB25A669286111CB2B64663492CFC5889E5983C2B4F3BD20B828FE49,Bangalore,India,IN,2025-02-22,Recurrente,Cash,1,30,31,New York Silk Road Eatery,Chinese,New York,United States,US,109,Medio,1,1,1,1,1,3,Wallet,1,Delivered,1,0,147.15,8.69,10.7,41.0,1.25,4.58,0
14032,14032,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,1016,1017,Cliente_001017,40051D01EF1A4F3099D849E7517E5FC1C537C469E04B4EC296009007886B695E,Chennai,India,IN,2025-06-23,Recurrente,Cash,1,31,32,Chennai Mekong Corner,Vietnamese,Chennai,India,IN,154,Bajo,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,90.86,6.88,6.5,51.0,1.5,3.48,1
14033,14033,20250705,2025-07-05,5,Saturday,1,27,7,July,3,2025,2025-07,5612,5613,Cliente_005613,DDEEF3A84BC6240B38A3F3D3D252168BCEFB602ABE0A583958825546A7334FA1,Chennai,India,IN,2024-12-09,VIP,Cash,0,32,33,Chennai Tropicana Place,Brazilian,Chennai,India,IN,73,Bajo,1,1,0,1,1,3,Wallet,1,Delivered,1,0,110.23,6.45,8.9,41.0,1.0,4.55,0
14034,14034,20260806,2026-08-06,6,Thursday,0,32,8,August,3,2026,2026-08,234,235,Cliente_000235,1D8F49631CE11861F6646A94617B05EC2835F5E5A11E9E96B32E18FEC25A27A6,Mumbai,India,IN,2025-06-22,Recurrente,CreditCard,1,33,34,Mumbai Flamenco House,Spanish,Mumbai,India,IN,135,Bajo,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,99.9,8.94,11.1,53.0,1.25,2.7,1
14035,14035,20260118,2026-01-18,18,Sunday,1,4,1,January,1,2026,2026-01,1771,1772,Cliente_001772,6E4E900619D6C64C45BC9AE9525502DDF86BCD28BB7125C294A063916D2E5786,Hyderabad,India,IN,2026-08-19,VIP,CreditCard,1,34,35,Sao Paulo Tandoor Cafe,Indian,Sao Paulo,Brazil,BR,120,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,147.6,12.31,16.5,63.0,1.25,2.72,1
14036,14036,20260110,2026-01-10,10,Saturday,1,2,1,January,1,2026,2026-01,5760,5761,Cliente_005761,9411C2031CE41B133A3A06F3B6763730983C239DF59157CB5F127F1E600E2E10,Yokohama,Japan,JP,2026-02-27,Recurrente,CreditCard,1,35,36,Yokohama Aegean Blue Kitchen,Greek,Yokohama,Japan,JP,120,Bajo,1,1,1,1,1,2,DebitCard,2,Cancelled,0,1,90.0,13.69,18.7,65.0,1.25,3.18,1
14037,14037,20260716,2026-07-16,16,Thursday,0,29,7,July,3,2026,2026-07,2798,2799,Cliente_002799,5A22E8F17A3F2B7BC186556347D5A7FFC7478751E19158466DA0283651CBF4AC,Bangalore,India,IN,2025-11-20,VIP,Wallet,1,36,37,Bangalore Frontera Table,Mexican,Bangalore,India,IN,101,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,151.5,12.19,16.3,58.0,1.25,2.57,1
14038,14038,20251227,2025-12-27,27,Saturday,1,52,12,December,4,2025,2025-12,4706,4707,Cliente_004707,C51DD5F2C7AEC502660D911EABBD521954EAC8D023D51F9BF7B0AF0F721D1303,Delhi,India,IN,2024-08-16,VIP,Cash,1,37,38,Houston Dosan Kitchen & Bar,Korean,Houston,United States,US,96,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,149.76,7.31,8.5,46.0,1.25,2.79,1
14039,14039,20250507,2025-05-07,7,Wednesday,0,19,5,May,2,2025,2025-05,2235,2236,Cliente_002236,430452A20530751CBBE89B0991C752F9EB4ED3F0ACC2A00FED792FFF6172929E,Salvador,Brazil,BR,2024-02-12,VIP,DebitCard,1,38,39,Salvador Classic Grill,American,Salvador,Brazil,BR,120,Medio,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,124.8,8.85,13.7,49.0,1.0,2.58,1
14040,14040,20250422,2025-04-22,22,Tuesday,0,17,4,April,2,2025,2025-04,2782,2783,Cliente_002783,00A7E6B1A7D21D1822EEFC66B66129B21B2D466C82AAA2C30CE1EC6236A79E6A,Delhi,India,IN,2026-08-11,VIP,Cash,1,39,40,Delhi Bistro Garden,French,Delhi,India,IN,99,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,85.14,6.95,9.9,49.0,1.0,2.62,1
14041,14041,20251105,2025-11-05,5,Wednesday,0,45,11,November,4,2025,2025-11,1552,1553,Cliente_001553,715E9C24B685D6EDFC74EEF04C8BE4D8BB41ADC767730B0530DE3B3A09BCCDF7,Tokyo,Japan,JP,2026-08-25,VIP,Cash,0,40,41,Tokyo Zen Bistro,Japanese,Tokyo,Japan,JP,102,Alto,1,1,1,1,1,1,CreditCard,2,Cancelled,0,1,56.1,6.13,6.6,43.0,1.25,4.18,0
14042,14042,20251109,2025-11-09,9,Sunday,1,46,11,November,4,2025,2025-11,1353,1354,Cliente_001354,BA1FEC3AD039B23B616EC0944FDE97DFC09963C876B301BE38E270DA432F7BF6,London,United Kingdom,GB,2025-12-11,VIP,DebitCard,1,41,42,London Bangkok Diner,Thai,London,United Kingdom,GB,93,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,39.06,9.4,14.8,51.0,1.0,3.02,1
14043,14043,20260405,2026-04-05,5,Sunday,1,15,4,April,2,2026,2026-04,4709,4710,Cliente_004710,9951E70C9FA8FC2F08593005176204E801C05512F188B1E52BD8D95BE7372FC0,Yokohama,Japan,JP,2026-05-19,VIP,Cash,0,42,43,Hyderabad Bella Eatery,Italian,Hyderabad,India,IN,60,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,43.8,4.7,5.4,44.0,1.0,4.34,0
14044,14044,20250707,2025-07-07,7,Monday,0,28,7,July,3,2025,2025-07,2171,2172,Cliente_002172,A262390CE02EDCA9095B060FA4516BDE42886A4485524B19DF34836AA721272A,London,United Kingdom,GB,2025-11-18,Recurrente,Cash,1,43,44,Sao Paulo Coastal Corner,Mediterranean,Sao Paulo,Brazil,BR,122,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,76.86,10.81,14.1,50.0,1.25,2.72,1
14045,14045,20260817,2026-08-17,17,Monday,0,34,8,August,3,2026,2026-08,3841,3842,Cliente_003842,BEDB1C4CFC52F295796DCB9A68E6A83708A656397BE3981C40C9253AFE0F7159,Chicago,United States,US,2023-10-22,VIP,DebitCard,1,44,45,Chicago Aleppo Place,Middle Eastern,Chicago,United States,US,89,Bajo,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,88.11,14.63,20.2,65.0,1.25,2.66,1
14046,14046,20260727,2026-07-27,27,Monday,0,31,7,July,3,2026,2026-07,5472,5473,Cliente_005473,B39C15E3C93060076685943464E39215B5C0C0A5A0298DAECCD960016F0C33B6,Tokyo,Japan,JP,2025-09-02,Recurrente,Cash,1,45,46,Tokyo Dynasty House,Chinese,Tokyo,Japan,JP,136,Alto,1,0,1,1,1,3,Wallet,1,Delivered,1,0,180.88,11.45,18.9,66.0,1.0,3.21,1
14047,14047,20260326,2026-03-26,26,Thursday,0,13,3,March,1,2026,2026-03,679,680,Cliente_000680,C0529D02F8BA9989BCBFA45824CA9868E2AF0DBB37BEB7325E51EA4FCEB9518E,Delhi,India,IN,2024-01-11,Recurrente,Cash,1,46,47,Delhi Lantern Cafe,Vietnamese,Delhi,India,IN,96,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,144.0,13.48,15.3,66.0,1.5,2.96,1
14048,14048,20260430,2026-04-30,30,Thursday,0,18,4,April,2,2026,2026-04,3270,3271,Cliente_003271,909B8E7E1A74403257F27B295CFE4B2532C1B2E2D5CD63650332443B8D2D7D72,Delhi,India,IN,2026-06-01,EnRiesgo,Cash,1,47,48,Delhi Bossa Kitchen,Brazilian,Delhi,India,IN,78,Medio,1,1,0,1,1,4,Cash,1,Delivered,1,0,92.04,8.19,9.9,50.0,1.25,2.92,1
14049,14049,20260707,2026-07-07,7,Tuesday,0,28,7,July,3,2026,2026-07,36,37,Cliente_000037,4CA5ECEF3672ADD814ABE1EB3028123CC9A2D64DAD24AC6219D2C5F1C039C0C2,Chennai,India,IN,2026-08-24,VIP,Cash,1,48,49,Chennai Tapas Table,Spanish,Chennai,India,IN,79,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,55.3,4.55,5.1,28.0,1.0,4.67,0
14050,14050,20250107,2025-01-07,7,Tuesday,0,2,1,January,1,2025,2025-01,4173,4174,Cliente_004174,0A5191D3C6BB1DAA7C49F645A2293DC5F8AB0DFEA697A85F0BCFB776D464D1F3,Osaka,Japan,JP,2026-07-29,VIP,Cash,1,49,50,Osaka Saffron Kitchen & Bar,Indian,Osaka,Japan,JP,63,Bajo,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,39.69,5.81,6.1,34.0,1.25,4.47,0
14051,14051,20260401,2026-04-01,1,Wednesday,0,14,4,April,2,2026,2026-04,2029,2030,Cliente_002030,E3E9019FADF4A5CCCFAAE88D507695B3B3755B376E719BFF3D282FDBF320EF95,Brasilia,Brazil,BR,2024-01-31,VIP,Cash,1,50,51,Brasilia Athena Grill,Greek,Brasilia,Brazil,BR,120,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,72.0,8.06,9.7,48.0,1.25,2.89,1
14052,14052,20260803,2026-08-03,3,Monday,0,32,8,August,3,2026,2026-08,4431,4432,Cliente_004432,32290A6FC8C3924F38B7808C50F35A88FAA5AD50877D24E74D25BE4D9DA0E363,Fortaleza,Brazil,BR,2024-02-02,VIP,CreditCard,0,51,52,Fortaleza Agave Garden,Mexican,Fortaleza,Brazil,BR,116,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,89.32,3.05,2.1,25.0,1.0,4.5,0
14053,14053,20250927,2025-09-27,27,Saturday,1,39,9,September,3,2025,2025-09,2326,2327,Cliente_002327,375068FC3898C9334158716C3DF64C76FCA98DE80962B9FE229A9D9BE5CB3BF6,Los Angeles,United States,US,2026-08-25,EnRiesgo,CreditCard,1,52,53,Los Angeles Charcoal Bistro,Korean,Los Angeles,United States,US,106,Alto,0,1,1,1,0,2,DebitCard,1,Delivered,1,0,109.18,13.25,15.0,59.0,1.5,2.51,1
14054,14054,20250714,2025-07-14,14,Monday,0,29,7,July,3,2025,2025-07,3493,3494,Cliente_003494,AC9BA91C8ED776FEA7E2B4EBC4CF8B0BF25B3611A8757341B6C06B7CA948C10B,Tokyo,Japan,JP,2026-02-18,Recurrente,Cash,1,53,54,Birmingham Backyard Diner,American,Birmingham,United Kingdom,GB,127,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,69.85,3.5,3.0,41.0,1.0,4.38,0
14055,14055,20250813,2025-08-13,13,Wednesday,0,33,8,August,3,2025,2025-08,3519,3520,Cliente_003520,419A78A2594EB8D4A76D336C7739523A8C1C40EA2B660B24EB5EFAF308FB7C7D,Tokyo,Japan,JP,2026-07-17,VIP,Cash,1,54,55,Tokyo Amelie Eatery,French,Tokyo,Japan,JP,99,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,116.82,9.65,15.3,55.0,1.0,2.75,1
14056,14056,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,3682,3683,Cliente_003683,B3DB81545F73CF21D94A0C8084AA8995E12AE698A843BF0A798B5EBD4901F62C,Chennai,India,IN,2026-08-21,VIP,CreditCard,1,55,56,Chennai Sakura Corner,Japanese,Chennai,India,IN,113,Medio,1,1,1,1,1,2,DebitCard,2,Cancelled,0,1,120.91,5.08,4.1,34.0,1.5,4.36,0
14057,14057,20260307,2026-03-07,7,Saturday,1,10,3,March,1,2026,2026-03,2394,2395,Cliente_002395,6844ED80745F3BC3BCB987E213C179CA7C043ECC861EBC6A8B7E357CD6558D0B,Yokohama,Japan,JP,2026-06-20,EnRiesgo,CreditCard,1,56,57,Fortaleza Orchid Place,Thai,Fortaleza,Brazil,BR,127,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,127.0,11.15,12.2,56.0,1.5,3.08,1
14058,14058,20260531,2026-05-31,31,Sunday,1,23,5,May,2,2026,2026-05,4761,4762,Cliente_004762,BF8B26F36D0E9691E2A751C4DCCCF434119F780D0D7708CC493E8E0B1D238C7C,Sao Paulo,Brazil,BR,2026-04-07,VIP,CreditCard,1,57,58,Sao Paulo Piazza House,Italian,Sao Paulo,Brazil,BR,46,Alto,1,0,0,0,1,1,CreditCard,1,Delivered,1,0,23.92,4.06,3.3,32.0,1.25,4.4,0
14059,14059,20260319,2026-03-19,19,Thursday,0,12,3,March,1,2026,2026-03,433,434,Cliente_000434,6F78997160392BB46D28C5C2F5311755F808B179AD19B7E1D7C72E2BAC3B2033,Rio de Janeiro,Brazil,BR,2026-06-21,Recurrente,Cash,1,58,59,Rio de Janeiro Sunset Cafe,Mediterranean,Rio de Janeiro,Brazil,BR,109,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,92.65,6.8,9.6,43.0,1.0,4.59,0
