cambio_precio_key,fecha_key,fecha,mes,nombre_mes,trimestre,anio,anio_mes,item_menu_key,item_menu_id,nombre_item,categoria_item,cocina_item,disponible_item,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,precio_anterior,precio_nuevo,monto_cambio,porcentaje_cambio
12174,20251024,2025-10-24,10,October,4,2025,2025-10,6086,6087,Hot Dog,Side Dish,American,0,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,26.74,28.75,2.01,7.52
12175,20250207,2025-02-07,2,February,1,2025,2025-02,6087,6088,Steak Sandwich,Side Dish,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,18.72,22.37,3.65,19.5
12176,20260524,2026-05-24,5,May,2,2026,2026-05,6087,6088,Steak Sandwich,Side Dish,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,22.37,24.31,1.94,8.67
12177,20250322,2025-03-22,3,March,1,2025,2025-03,6088,6089,Apple Pie,Beverage,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,24.49,28.43,3.94,16.09
12178,20260802,2026-08-02,8,August,3,2026,2026-08,6088,6089,Apple Pie,Beverage,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,28.43,30.24,1.81,6.37
12179,20241109,2024-11-09,11,November,4,2024,2024-11,6089,6090,Chicken Burger,Beverage,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,28.29,30.34,2.05,7.25
12180,20250905,2025-09-05,9,September,3,2025,2025-09,6089,6090,Chicken Burger,Beverage,American,1,608,609,Sao Paulo Route 66 Place,American,Sao Paulo,Brazil,30.34,34.09,3.75,12.36
12181,20250613,2025-06-13,6,June,2,2025,2025-06,6090,6091,Coq au Vin,Main Course,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,40.73,48.77,8.04,19.74
12182,20260705,2026-07-05,7,July,3,2026,2026-07,6090,6091,Coq au Vin,Main Course,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,48.77,53.59,4.82,9.88
12183,20250411,2025-04-11,4,April,2,2025,2025-04,6091,6092,Beef Bourguignon,Main Course,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,32.95,37.89,4.94,14.99
12184,20260728,2026-07-28,7,July,3,2026,2026-07,6091,6092,Beef Bourguignon,Main Course,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,37.89,41.19,3.3,8.71
12185,20250617,2025-06-17,6,June,2,2025,2025-06,6092,6093,French Onion Soup,Specialty,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,42.12,45.21,3.09,7.34
12186,20260217,2026-02-17,2,February,1,2026,2026-02,6092,6093,French Onion Soup,Specialty,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,45.21,51.37,6.16,13.63
12187,20241104,2024-11-04,11,November,4,2024,2024-11,6093,6094,Ratatouille,Specialty,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,25.73,29.14,3.41,13.25
12188,20251006,2025-10-06,10,October,4,2025,2025-10,6093,6094,Ratatouille,Specialty,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,29.14,31.0,1.86,6.38
12189,20241011,2024-10-11,10,October,4,2024,2024-10,6094,6095,Quiche Lorraine,Dessert,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,37.08,41.31,4.23,11.41
12190,20251118,2025-11-18,11,November,4,2025,2025-11,6094,6095,Quiche Lorraine,Dessert,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,41.31,46.94,5.63,13.63
12191,20250603,2025-06-03,6,June,2,2025,2025-06,6095,6096,Croque Monsieur,Dessert,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,30.44,36.6,6.16,20.24
12192,20260220,2026-02-20,2,February,1,2026,2026-02,6095,6096,Croque Monsieur,Dessert,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,36.6,38.53,1.93,5.27
12193,20250407,2025-04-07,4,April,2,2025,2025-04,6096,6097,Escargot,Side Dish,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,48.48,49.02,0.54,1.11
12194,20251003,2025-10-03,10,October,4,2025,2025-10,6096,6097,Escargot,Side Dish,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,49.02,54.47,5.45,11.12
12195,20241229,2024-12-29,12,December,4,2024,2024-12,6097,6098,Creme Brulee,Side Dish,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,47.43,46.38,-1.05,-2.21
12196,20260430,2026-04-30,4,April,2,2026,2026-04,6097,6098,Creme Brulee,Side Dish,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,46.38,52.7,6.32,13.63
12197,20250722,2025-07-22,7,July,3,2025,2025-07,6098,6099,Duck Confit,Beverage,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,39.46,38.58,-0.88,-2.23
12198,20260729,2026-07-29,7,July,3,2026,2026-07,6098,6099,Duck Confit,Beverage,French,1,609,610,Hyderabad Chateau House,French,Hyderabad,India,38.58,43.84,5.26,13.63
12199,20250423,2025-04-23,4,April,2,2025,2025-04,6099,6100,Nicoise Salad,Beverage,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,35.07,38.58,3.51,10.01
12200,20260418,2026-04-18,4,April,2,2026,2026-04,6099,6100,Nicoise Salad,Beverage,French,0,609,610,Hyderabad Chateau House,French,Hyderabad,India,38.58,43.84,5.26,13.63
12201,20250120,2025-01-20,1,January,1,2025,2025-01,6100,6101,Salmon Sushi,Main Course,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,14.62,16.74,2.12,14.5
12202,20260402,2026-04-02,4,April,2,2026,2026-04,6100,6101,Salmon Sushi,Main Course,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,16.74,17.62,0.88,5.26
12203,20240914,2024-09-14,9,September,3,2024,2024-09,6101,6102,Tuna Roll,Main Course,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,9.56,11.43,1.87,19.56
12204,20250902,2025-09-02,9,September,3,2025,2025-09,6101,6102,Tuna Roll,Main Course,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,11.43,12.42,0.99,8.66
12205,20250810,2025-08-10,8,August,3,2025,2025-08,6102,6103,Tonkotsu Ramen,Specialty,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,15.84,18.69,2.85,17.99
12206,20260709,2026-07-09,7,July,3,2026,2026-07,6102,6103,Tonkotsu Ramen,Specialty,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,18.69,20.31,1.62,8.67
12207,20240909,2024-09-09,9,September,3,2024,2024-09,6103,6104,Miso Ramen,Specialty,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,12.31,14.68,2.37,19.25
12208,20260816,2026-08-16,8,August,3,2026,2026-08,6103,6104,Miso Ramen,Specialty,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,14.68,15.78,1.1,7.49
12209,20241207,2024-12-07,12,December,4,2024,2024-12,6104,6105,Chicken Teriyaki,Dessert,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,12.96,14.05,1.09,8.41
12210,20251111,2025-11-11,11,November,4,2025,2025-11,6104,6105,Chicken Teriyaki,Dessert,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,14.05,15.61,1.56,11.1
12211,20250331,2025-03-31,3,March,1,2025,2025-03,6105,6106,Tempura,Dessert,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,8.26,8.86,0.6,7.26
12212,20251018,2025-10-18,10,October,4,2025,2025-10,6105,6106,Tempura,Dessert,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,8.86,10.07,1.21,13.66
12213,20250630,2025-06-30,6,June,2,2025,2025-06,6106,6107,Miso Soup,Side Dish,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,18.17,19.72,1.55,8.53
12214,20260818,2026-08-18,8,August,3,2026,2026-08,6106,6107,Miso Soup,Side Dish,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,19.72,22.16,2.44,12.37
12215,20250702,2025-07-02,7,July,3,2025,2025-07,6107,6108,California Roll,Side Dish,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,15.56,16.88,1.32,8.48
12216,20251109,2025-11-09,11,November,4,2025,2025-11,6107,6108,California Roll,Side Dish,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,16.88,18.97,2.09,12.38
12217,20250326,2025-03-26,3,March,1,2025,2025-03,6108,6109,Sashimi,Beverage,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,10.54,11.39,0.85,8.06
12218,20260607,2026-06-07,6,June,2,2026,2026-06,6108,6109,Sashimi,Beverage,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,11.39,12.25,0.86,7.55
12219,20250408,2025-04-08,4,April,2,2025,2025-04,6109,6110,Udon Noodles,Beverage,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,13.3,14.2,0.9,6.77
12220,20251107,2025-11-07,11,November,4,2025,2025-11,6109,6110,Udon Noodles,Beverage,Japanese,1,610,611,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,14.2,15.11,0.91,6.41
12221,20250121,2025-01-21,1,January,1,2025,2025-01,6110,6111,Pad Thai,Main Course,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,37.05,37.05,0.0,0.0
12222,20260317,2026-03-17,3,March,1,2026,2026-03,6110,6111,Pad Thai,Main Course,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,37.05,41.63,4.58,12.36
12223,20250418,2025-04-18,4,April,2,2025,2025-04,6111,6112,Green Curry,Main Course,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,36.95,39.52,2.57,6.96
12224,20260810,2026-08-10,8,August,3,2026,2026-08,6111,6112,Green Curry,Main Course,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,39.52,42.96,3.44,8.7
12225,20241121,2024-11-21,11,November,4,2024,2024-11,6112,6113,Tom Yum Soup,Specialty,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,47.83,46.76,-1.07,-2.24
12226,20260106,2026-01-06,1,January,1,2026,2026-01,6112,6113,Tom Yum Soup,Specialty,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,46.76,53.14,6.38,13.64
12227,20241225,2024-12-25,12,December,4,2024,2024-12,6113,6114,Massaman Curry,Specialty,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,35.34,40.26,4.92,13.92
12228,20260505,2026-05-05,5,May,2,2026,2026-05,6113,6114,Massaman Curry,Specialty,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,40.26,44.73,4.47,11.1
12229,20250623,2025-06-23,6,June,2,2025,2025-06,6114,6115,Papaya Salad,Dessert,Thai,0,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,47.42,53.13,5.71,12.04
12230,20260226,2026-02-26,2,February,1,2026,2026-02,6114,6115,Papaya Salad,Dessert,Thai,0,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,53.13,57.13,4.0,7.53
12231,20250810,2025-08-10,8,August,3,2025,2025-08,6115,6116,Thai Basil Chicken,Dessert,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,30.14,34.19,4.05,13.44
12232,20260515,2026-05-15,5,May,2,2026,2026-05,6115,6116,Thai Basil Chicken,Dessert,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,34.19,36.76,2.57,7.52
12233,20250228,2025-02-28,2,February,1,2025,2025-02,6116,6117,Spring Rolls,Side Dish,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,46.68,52.3,5.62,12.04
12234,20260702,2026-07-02,7,July,3,2026,2026-07,6116,6117,Spring Rolls,Side Dish,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,52.3,56.24,3.94,7.53
12235,20250115,2025-01-15,1,January,1,2025,2025-01,6117,6118,Mango Sticky Rice,Side Dish,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,25.42,28.83,3.41,13.41
12236,20260714,2026-07-14,7,July,3,2026,2026-07,6117,6118,Mango Sticky Rice,Side Dish,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,28.83,31.0,2.17,7.53
12237,20250225,2025-02-25,2,February,1,2025,2025-02,6118,6119,Chicken Satay,Beverage,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,26.19,29.42,3.23,12.33
12238,20260728,2026-07-28,7,July,3,2026,2026-07,6118,6119,Chicken Satay,Beverage,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,29.42,32.33,2.91,9.89
12239,20241222,2024-12-22,12,December,4,2024,2024-12,6119,6120,Red Curry,Beverage,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,28.13,29.1,0.97,3.45
12240,20250830,2025-08-30,8,August,3,2025,2025-08,6119,6120,Red Curry,Beverage,Thai,1,611,612,Sao Paulo Siam Kitchen,Thai,Sao Paulo,Brazil,29.1,32.33,3.23,11.1
12241,20250209,2025-02-09,2,February,1,2025,2025-02,6120,6121,Margherita Pizza,Main Course,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,31.3,33.1,1.8,5.75
12242,20260110,2026-01-10,1,January,1,2026,2026-01,6120,6121,Margherita Pizza,Main Course,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,33.1,35.98,2.88,8.7
12243,20240916,2024-09-16,9,September,3,2024,2024-09,6121,6122,Pepperoni Pizza,Main Course,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,29.59,32.0,2.41,8.14
12244,20260628,2026-06-28,6,June,2,2026,2026-06,6121,6122,Pepperoni Pizza,Main Course,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,32.0,34.41,2.41,7.53
12245,20250602,2025-06-02,6,June,2,2025,2025-06,6122,6123,Carbonara Pasta,Specialty,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,24.89,25.76,0.87,3.5
12246,20260110,2026-01-10,1,January,1,2026,2026-01,6122,6123,Carbonara Pasta,Specialty,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,25.76,28.94,3.18,12.34
12247,20240904,2024-09-04,9,September,3,2024,2024-09,6123,6124,Lasagna,Specialty,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,14.11,15.14,1.03,7.3
12248,20260811,2026-08-11,8,August,3,2026,2026-08,6123,6124,Lasagna,Specialty,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,15.14,17.21,2.07,13.67
12249,20250216,2025-02-16,2,February,1,2025,2025-02,6124,6125,Risotto,Dessert,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,15.85,18.82,2.97,18.74
12250,20260815,2026-08-15,8,August,3,2026,2026-08,6124,6125,Risotto,Dessert,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,18.82,19.81,0.99,5.26
12251,20241013,2024-10-13,10,October,4,2024,2024-10,6125,6126,Tiramisu,Dessert,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,27.18,30.97,3.79,13.94
12252,20260820,2026-08-20,8,August,3,2026,2026-08,6125,6126,Tiramisu,Dessert,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,30.97,34.41,3.44,11.11
12253,20241228,2024-12-28,12,December,4,2024,2024-12,6126,6127,Garlic Bread,Side Dish,Italian,0,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,14.85,14.85,0.0,0.0
12254,20260422,2026-04-22,4,April,2,2026,2026-04,6126,6127,Garlic Bread,Side Dish,Italian,0,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,14.85,16.69,1.84,12.39
12255,20241220,2024-12-20,12,December,4,2024,2024-12,6127,6128,Bruschetta,Side Dish,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,30.16,30.16,0.0,0.0
12256,20260806,2026-08-06,8,August,3,2026,2026-08,6127,6128,Bruschetta,Side Dish,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,30.16,33.89,3.73,12.37
12257,20241112,2024-11-12,11,November,4,2024,2024-11,6128,6129,Seafood Pasta,Beverage,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,19.75,24.49,4.74,24.0
12258,20260720,2026-07-20,7,July,3,2026,2026-07,6128,6129,Seafood Pasta,Beverage,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,24.49,26.33,1.84,7.51
12259,20250331,2025-03-31,3,March,1,2025,2025-03,6129,6130,Mushroom Pizza,Beverage,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,13.36,14.31,0.95,7.11
12260,20250921,2025-09-21,9,September,3,2025,2025-09,6129,6130,Mushroom Pizza,Beverage,Italian,1,612,613,Hyderabad Nonna Table,Italian,Hyderabad,India,14.31,15.9,1.59,11.11
12261,20240930,2024-09-30,9,September,3,2024,2024-09,6130,6131,Falafel Plate,Main Course,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,30.75,31.1,0.35,1.14
12262,20260604,2026-06-04,6,June,2,2026,2026-06,6130,6131,Falafel Plate,Main Course,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,31.1,34.94,3.84,12.35
12263,20241231,2024-12-31,12,December,4,2024,2024-12,6131,6132,Hummus with Pita,Main Course,Mediterranean,0,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,25.32,27.45,2.13,8.41
12264,20251014,2025-10-14,10,October,4,2025,2025-10,6131,6132,Hummus with Pita,Main Course,Mediterranean,0,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,27.45,30.5,3.05,11.11
12265,20241130,2024-11-30,11,November,4,2024,2024-11,6132,6133,Greek Salad,Specialty,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,26.76,27.99,1.23,4.6
12266,20260821,2026-08-21,8,August,3,2026,2026-08,6132,6133,Greek Salad,Specialty,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,27.99,30.76,2.77,9.9
12267,20250323,2025-03-23,3,March,1,2025,2025-03,6133,6134,Grilled Halloumi,Specialty,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,23.94,26.75,2.81,11.74
12268,20251003,2025-10-03,10,October,4,2025,2025-10,6133,6134,Grilled Halloumi,Specialty,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,26.75,28.16,1.41,5.27
12269,20250717,2025-07-17,7,July,3,2025,2025-07,6134,6135,Stuffed Grape Leaves,Dessert,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,22.88,28.06,5.18,22.64
12270,20260417,2026-04-17,4,April,2,2026,2026-04,6134,6135,Stuffed Grape Leaves,Dessert,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,28.06,30.5,2.44,8.7
12271,20240901,2024-09-01,9,September,3,2024,2024-09,6135,6136,Chicken Shawarma,Dessert,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,18.31,19.12,0.81,4.42
12272,20260520,2026-05-20,5,May,2,2026,2026-05,6135,6136,Chicken Shawarma,Dessert,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,19.12,20.34,1.22,6.38
12273,20241016,2024-10-16,10,October,4,2024,2024-10,6136,6137,Tabbouleh,Side Dish,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,18.54,19.57,1.03,5.56
12274,20260523,2026-05-23,5,May,2,2026,2026-05,6136,6137,Tabbouleh,Side Dish,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,19.57,20.6,1.03,5.26
12275,20241124,2024-11-24,11,November,4,2024,2024-11,6137,6138,Baba Ganoush,Side Dish,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,16.05,20.06,4.01,24.98
12276,20260602,2026-06-02,6,June,2,2026,2026-06,6137,6138,Baba Ganoush,Side Dish,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,20.06,21.12,1.06,5.28
12277,20250420,2025-04-20,4,April,2,2025,2025-04,6138,6139,Lamb Kofta,Beverage,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,26.64,30.74,4.1,15.39
12278,20251202,2025-12-02,12,December,4,2025,2025-12,6138,6139,Lamb Kofta,Beverage,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,30.74,34.15,3.41,11.09
12279,20250601,2025-06-01,6,June,2,2025,2025-06,6139,6140,Baklava,Beverage,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,28.08,30.86,2.78,9.9
12280,20260330,2026-03-30,3,March,1,2026,2026-03,6139,6140,Baklava,Beverage,Mediterranean,1,613,614,Bangalore Cedar Kitchen & Bar,Mediterranean,Bangalore,India,30.86,34.67,3.81,12.35
12281,20250414,2025-04-14,4,April,2,2025,2025-04,6140,6141,Shawarma Plate,Main Course,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,52.05,56.94,4.89,9.39
12282,20260328,2026-03-28,3,March,1,2026,2026-03,6140,6141,Shawarma Plate,Main Course,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,56.94,61.23,4.29,7.53
12283,20250126,2025-01-26,1,January,1,2025,2025-01,6141,6142,Falafel Wrap,Main Course,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,57.93,61.18,3.25,5.61
12284,20251027,2025-10-27,10,October,4,2025,2025-10,6141,6142,Falafel Wrap,Main Course,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,61.18,65.09,3.91,6.39
12285,20250402,2025-04-02,4,April,2,2025,2025-04,6142,6143,Hummus Platter,Specialty,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,47.3,49.4,2.1,4.44
12286,20251221,2025-12-21,12,December,4,2025,2025-12,6142,6143,Hummus Platter,Specialty,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,49.4,52.55,3.15,6.38
12287,20250713,2025-07-13,7,July,3,2025,2025-07,6143,6144,Kebab Skewers,Specialty,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,57.05,58.36,1.31,2.3
12288,20260309,2026-03-09,3,March,1,2026,2026-03,6143,6144,Kebab Skewers,Specialty,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,58.36,65.57,7.21,12.35
12289,20240902,2024-09-02,9,September,3,2024,2024-09,6144,6145,Fattoush Salad,Dessert,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,37.88,43.5,5.62,14.84
12290,20260402,2026-04-02,4,April,2,2026,2026-04,6144,6145,Fattoush Salad,Dessert,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,43.5,46.77,3.27,7.52
12291,20250305,2025-03-05,3,March,1,2025,2025-03,6145,6146,Baba Ganoush,Dessert,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,47.83,55.6,7.77,16.25
12292,20260812,2026-08-12,8,August,3,2026,2026-08,6145,6146,Baba Ganoush,Dessert,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,55.6,59.79,4.19,7.54
12293,20250515,2025-05-15,5,May,2,2025,2025-05,6146,6147,Manakish,Side Dish,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,37.22,42.6,5.38,14.45
12294,20260626,2026-06-26,6,June,2,2026,2026-06,6146,6147,Manakish,Side Dish,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,42.6,44.84,2.24,5.26
12295,20250112,2025-01-12,1,January,1,2025,2025-01,6147,6148,Kibbeh,Side Dish,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,38.57,42.42,3.85,9.98
12296,20260113,2026-01-13,1,January,1,2026,2026-01,6147,6148,Kibbeh,Side Dish,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,42.42,48.21,5.79,13.65
12297,20241106,2024-11-06,11,November,4,2024,2024-11,6148,6149,Stuffed Grape Leaves,Beverage,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,52.33,58.15,5.82,11.12
12298,20251025,2025-10-25,10,October,4,2025,2025-10,6148,6149,Stuffed Grape Leaves,Beverage,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,58.15,64.61,6.46,11.11
12299,20241114,2024-11-14,11,November,4,2024,2024-11,6149,6150,Baklava,Beverage,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,38.96,43.83,4.87,12.5
12300,20260517,2026-05-17,5,May,2,2026,2026-05,6149,6150,Baklava,Beverage,Middle Eastern,1,614,615,Rio de Janeiro Casbah Grill,Middle Eastern,Rio de Janeiro,Brazil,43.83,48.7,4.87,11.11
12301,20250728,2025-07-28,7,July,3,2025,2025-07,6150,6151,Kung Pao Chicken,Main Course,Chinese,1,615,616,Chennai Golden Dragon Garden,Chinese,Chennai,India,15.45,17.38,1.93,12.49
12302,20250914,2025-09-14,9,September,3,2025,2025-09,6150,6151,Kung Pao Chicken,Main Course,Chinese,1,615,616,Chennai Golden Dragon Garden,Chinese,Chennai,India,17.38,19.31,1.93,11.1
12303,20250413,2025-04-13,4,April,2,2025,2025-04,6151,6152,Sweet and Sour Pork,Main Course,Chinese,1,615,616,Chennai Golden Dragon Garden,Chinese,Chennai,India,13.46,13.46,0.0,0.0
